::ffff:127.0.0.1 - - [07/Nov/2025:11:51:51 +0000] "POST /auth/register HTTP/1.1" 201 267 "-" "PostmanRuntime/7.49.1"
::ffff:127.0.0.1 - - [07/Nov/2025:12:01:32 +0000] "POST /auth/register HTTP/1.1" 422 496 "-" "PostmanRuntime/7.49.1"
::ffff:127.0.0.1 - - [07/Nov/2025:12:02:00 +0000] "POST /auth/register HTTP/1.1" 422 496 "-" "PostmanRuntime/7.49.1"
::ffff:127.0.0.1 - - [07/Nov/2025:12:03:17 +0000] "POST /auth/register HTTP/1.1" 422 995 "-" "PostmanRuntime/7.49.1"
::ffff:127.0.0.1 - - [07/Nov/2025:12:04:07 +0000] "POST /auth/register HTTP/1.1" 422 995 "-" "PostmanRuntime/7.49.1"
::ffff:127.0.0.1 - - [07/Nov/2025:12:06:46 +0000] "POST /auth/register HTTP/1.1" 422 995 "-" "PostmanRuntime/7.49.1"
::ffff:127.0.0.1 - - [07/Nov/2025:12:06:48 +0000] "POST /auth/register HTTP/1.1" 422 995 "-" "PostmanRuntime/7.49.1"
::ffff:127.0.0.1 - - [07/Nov/2025:12:06:49 +0000] "POST /auth/register HTTP/1.1" 422 995 "-" "PostmanRuntime/7.49.1"
::ffff:127.0.0.1 - - [07/Nov/2025:12:06:50 +0000] "POST /auth/register HTTP/1.1" 422 995 "-" "PostmanRuntime/7.49.1"
::ffff:127.0.0.1 - - [07/Nov/2025:12:06:56 +0000] "POST /auth/register HTTP/1.1" 422 995 "-" "PostmanRuntime/7.49.1"
::ffff:127.0.0.1 - - [07/Nov/2025:12:07:35 +0000] "POST /auth/register HTTP/1.1" 422 995 "-" "PostmanRuntime/7.49.1"
::ffff:127.0.0.1 - - [07/Nov/2025:12:07:41 +0000] "POST /auth/register HTTP/1.1" 422 995 "-" "PostmanRuntime/7.49.1"
::ffff:127.0.0.1 - - [07/Nov/2025:12:07:52 +0000] "POST /auth/register HTTP/1.1" 422 380 "-" "PostmanRuntime/7.49.1"
::ffff:127.0.0.1 - - [07/Nov/2025:12:08:22 +0000] "POST /auth/register HTTP/1.1" 422 995 "-" "PostmanRuntime/7.49.1"
::ffff:127.0.0.1 - - [07/Nov/2025:12:09:11 +0000] "POST /auth/register HTTP/1.1" 422 995 "-" "PostmanRuntime/7.49.1"
::ffff:127.0.0.1 - - [07/Nov/2025:12:09:30 +0000] "POST /auth/register HTTP/1.1" 422 995 "-" "PostmanRuntime/7.49.1"
::ffff:127.0.0.1 - - [07/Nov/2025:12:19:12 +0000] "POST /auth/register HTTP/1.1" 422 146 "-" "PostmanRuntime/7.49.1"
::ffff:127.0.0.1 - - [07/Nov/2025:12:20:22 +0000] "POST /auth/register HTTP/1.1" 500 1284 "-" "PostmanRuntime/7.49.1"
::ffff:127.0.0.1 - - [07/Nov/2025:12:21:16 +0000] "POST /auth/register HTTP/1.1" 500 1271 "-" "PostmanRuntime/7.49.1"
